PO Number	UPC	Model	ASIN	Description	Sugested Retail	Discount	Cost	Qty Ordered	Qty Confirmed	Delivery beguin date	End Delivery date	Type	Max Delivery Date	Availability/Comment	Error del intento anterior de carga	Vendor Code	DC Delivery	Identificador de consolidación	Condition	PO Date	Freight Term	Payment Method	Special Instructions	Comments	Legal entity identifier	Currency code	External identifier type	Quantity of products per package	Added quantity	Seller Customer ID	Seller SKU List
16TWUSTR	889961406768	350840.0000.06.L	B088X6Q1PW	Mizuno 350840.0000.06.L Pantalon Corto Aero Vent Padded Slider Para Mujer, White, L	MXN 928.76	19%	MXN 749.00	7	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389081604	8160	B0000AUSCR	Coghlan´s 8160 Pocket Compass	MXN 116.94	25%	MXN 87.71	4	4	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389007024	702	B0000AUSNM	Coghlan's 702 G.I. Can Opener, 1 Pair	MXN 47.19	0%	MXN 47.19	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389006584	658	B0000AUSOG	Coghlan´s 658 Soap Holder	MXN 37.66	0%	MXN 37.66	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389005044	504D	B0000AUSTK	Coghlan´s 504D Camp Stove Toaster	MXN 87.71	0%	MXN 87.71	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	001910586936	687339201126	B0007W2F6I	GoFit Ultimate ProGym - Equipo de Fitness portátil	MXN 1,062.59	29%	MXN 759.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	687339930040	GF-DTACW-XXL	B0007W2FFY	GoFit Diamond-TAC Wrist Wrap Glove, Padded, Flexible, Supportive Fitness Glove and Training CD, Black/Gray, XXL	MXN 600.60	35%	MXN 389.75	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389093072	9307	B000ECO8PM	Coghlan's 9307 ABS Tent Pegs, 6", Pack of 100	MXN 953.45	25%	MXN 715.00	4	4	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389097704	9770	B000ECO9GK	mosquitero de Coghlan	MXN 1,143.36	25%	MXN 857.52	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389000599	0059	B000ECUD56	Coghlan's 0059 Bug Jacket, Large	MXN 495.09	25%	MXN 371.32	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	015568905872	9747	B000ECUFG8	Coghlan's 9747 Pack Pillow, 37 cm X 50 cm, Green	MXN 185.42	0%	MXN 185.42	4	4	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041333834481	7620	B000ESB8WW	Coghlan´s 7620 Drinking Water Tablets	MXN 459.00	59%	MXN 190.19	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389099180	9918	B000FAMT9K	Coghlan's portafolios para todo tipo de clima	MXN 54.34	0%	MXN 54.34	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389095861	9586	B000FAPJTC	Tratamiento de agua potable Coghlan, dos pasos	MXN 297.50	82%	MXN 295.06	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389006607	0660	B000FE8ROC	Coghlan's 0660 Picnic Combo Pack Tablecloth with 6 Clamps	MXN 149.67	0%	MXN 149.67	6	6	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389099616	9961	B000FXWLA4	Coghlan's 3006.7438 9961 Multi-Spice Pack, Six Herb Assortment	MXN 132.99	0%	MXN 132.99	2	2	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	072091542189	687339230213	B000G0HMNC	GoFit Tubo de Potencia de Peso Inteligente, Green, 5 LB	MXN 404.59	29%	MXN 289.00	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	687339230249	687339230249	B000G0HMP0	GoFit Tubo de Potencia de Peso Inteligente, Grey, 20 LB	MXN 483.00	29%	MXN 345.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389082052	8205	B000GTPFU0	Coghlan's 8205 Sewing Kit	MXN 40.04	0%	MXN 40.04	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389006614	661	B000RZQR7I	Coghlan´s 661 Handy Duct Tape	MXN 47.19	0%	MXN 47.19	6	6	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389098312	9831	B0019LCM8M	Coghlan´s 9831 Light Sticks Bulk, Blue, Pack of 50	MXN 2,192.67	25%	MXN 1,644.50	6	6	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389092488	9248	B001ANZJW0	Coghlan's 9248 36 Hours Survival Candle, 6 Oz	MXN 259.54	45%	MXN 142.52	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389079250	7925	B001J4NEOU		MXN 115.00	0%	MXN 115.00	3	3	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	696904013545	RIS8S	B001MUILYY	Dr.Slick Ris8S Pin Retractil, Plateado, Cable Acero Anillo "8"	MXN 189.00	0%	MXN 189.00	4	4	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389087705	8770	B001OPHA0S	Coghlan´s 8770 Package Grill	MXN 142.52	0%	MXN 142.52	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	714195143946	7216000008	B001RORNDK	Schutt 7216000008 Organizador para Escritorio tipo Casco MLB, Caddy Btrs Chicago Cubs, Multicolor, Talla Única	MXN 466.80	17%	MXN 389.00	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	714195146046	7216000029	B001ROYHF2	Schutt 7216000029 Organizador para Escritorio Tipo Casco MLB, Caddy Btrs Chicago White Sox, Multicolor, Talla Única	MXN 466.80	17%	MXN 389.00	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389000476	47	B002JQ9A0Y	Coghlan´s 47 Disposable Foot Warmers, Package of 4	MXN 99.62	0%	MXN 99.62	6	6	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969957752	370120.4141.10.ONE	B002LDQVIO	Mizuno 370120.4141.10.ONE Rodillera Deslizante, Juventud, Bosque	MXN 268.22	22%	MXN 209.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969957776	370120.5252.10.ONE	B002LDUDHY	Mizuno 370120.5252.10.ONE Rodillera Deslizante, Juventud, Real	MXN 300.86	31%	MXN 209.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969957714	370120.0000.10.ONE	B002LDUDR4	Mizuno 370120.0000.10.ONE Rodillera Deslizante, Juventud, Blanco	MXN 268.69	22%	MXN 209.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	696904011718	SNH4G	B002XY45Z2	Dr.Slick SNH4G XBC Corta Linea con Pin Retractil 2", Agarradera de Hule Texturizado, Blanco	MXN 449.00	0%	MXN 449.00	3	3	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389093607	9360	B002YLIOG0	Coghlan´s 9360 Deluxe Head Net	MXN 177.32	25%	MXN 132.99	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	696904011343	SAP4G	B003OCBR44	Dr.Slick SAP4G Tijeras Multipropósito 4", Arillos Oro, Derecha	MXN 399.00	0%	MXN 399.00	6	6	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969180655	370131.9090.06.L	B003Z7VENC	Mizuno 370131.9090.06.L No Show Performance Socks, Black, Large	MXN 162.93	36%	MXN 105.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389010017	1001	B004RHQN58	Coghlan's 1001 - Estaca de carpa ultraligera, color naranja	MXN 2,668.97	25%	MXN 2,002.00	3	3	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	772259308496	SAQ-WV10-02	B004UG9W9A	SKLZ SAQ-WV10-02 Saco con Peso, Weighted Vest 10 Lbs	MXN 1,847.41	17%	MXN 1,539.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	891226002899	2134402.100.M/A400PX2	B0062AZ2DM	EvoShield PX2 International Shin Guard, Medium	MXN 481.90	36%	MXN 309.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	072477987146	WB0	B008G8FSLO	PIC Bugables, Pulsera Repelente para Mosquitos (colores aleatorios)	MXN 59.00	0%	MXN 59.00	12	12	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969368312	380223.1010.07.XL	B008M0UO10	Mizuno 380223.1010.07.XL MBH100 Classic Batter's Helmet, Red, 7 1/2-7 3/4-Inch	MXN 1,369.00	0%	MXN 1,369.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969368633	380224.4141.04.S	B008M0V5UO	Mizuno 380224.4141.04.S MBH200 MVP G2 Fitted Batter's Helmet, Forest, 6 3/4-7-Inch	MXN 915.00	0%	MXN 915.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969368831	380224.9090.04.S	B008M0VGSK	Mizuno 380224.9090.04.S MBH200 MVP G2 Fitted Batter's Helmet, Black, 6 3/4-7-Inch	MXN 915.00	0%	MXN 915.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969401019	380234.9090.01.0000	B008M1IVFU	Mizuno 380234.9090.01.0000 MFM600 Baseball Batter's Face Mask, Black	MXN 345.00	0%	MXN 345.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	714195080340	12973001	B008S8T46M	Schutt 12973001 Posavasos Equipos MLB, Coaster Anaheim Angels, Multicolor, Talla Única, Juego de 4	MXN 515.92	17%	MXN 429.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	714195082146	12973024	B008S8U3GM	Schutt 12973024 Posavasos Equipos MLB, Coaster Cincinnati Reds, Multicolor, Talla Única, Juego de 4	MXN 515.92	17%	MXN 429.00	7	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	687339212702	GF-ST70	B0091ME7R0	GoFit Resistance Training Power Tubes, Yellow, 70 LB	MXN 469.00	29%	MXN 335.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	815317000038	ICE-Combo Arm	B009GEEK7K	Bownet ICE-Combo Arm Banda para Brazo/Hombro para Terapia con Hielo/Combo Arm	MXN 2,178.16	13%	MXN 1,895.00	1	1	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	772259362221	PRO-TC20-06	B00AATWDWO	SKLZ PRO-TC20-06 Liga Training Cable 20 LB	MXN 131.03	17%	MXN 109.00	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	772259362276	PRO-TC80-06	B00AATWEOQ	SKLZ Pro-Grade Liga Training Cable 80 Lb	MXN 219.83	17%	MXN 183.00	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	818905010280	CF-10020	B00B2XQQ34	Rage Fitness Bandas de Ayuda para dominadas de, Ideal para Entrenamientos de Parte Superior del Cuerpo, añadir o Quitar Resistencia	MXN 797.00	0%	MXN 797.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	815317000090	ICE-Bag 9	B00C8I4EN6	Bow Net ICE-Bag, Bolsa Para Hielo 9 Unisex Adult, Negro,	MXN 249.00	0%	MXN 249.00	2	2	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969460344	311899.RG8D.12.1175	B00DJPIQZE	Mizuno 311899.RG8D.12.1175 Global Elite VOP Right Handed Throw Baseball Fielders Mitt, Caramel, 11.75-Inch	MXN 8,349.00	0%	MXN 8,349.00	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969458952	311914.FR90.13.1200	B00DJPUA76	Mizuno 311914.FR90.13.1200 Global Elite Left Handed Throw Fastpitch Fielders Mitt, Black, 12.00-Inch	MXN 6,189.00	0%	MXN 6,189.00	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969479650	350386.0000.08.XXL	B00EPF5CW2	Mizuno 350386.0000.08.XXL Pantalón Pro Premier G2, Blanco, XXL	MXN 1,019.00	0%	MXN 1,019.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	687339221100	GF-TTH-S/M	B00ESAOFFE	GoFit Hooded Thermal Training Suit, Black, Small/Medium, 2 Pieces	MXN 595.00	33%	MXN 398.27	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	008404102146	9335	B00FSVOB8I	Coghlan´s 9335 Camp Towel, 30" x 12"	MXN 239.69	63%	MXN 87.71	6	6	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969111154	312109.RG90.16.1275	B00MERIBZI	Mizuno 312109.RG90.16.1275 Classic Pro Soft Baseball Glove, 12.75-Inch, Right Hand Throw	MXN 4,765.00	0%	MXN 4,765.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969112304	312058.RG90.10.1125	B00MPS02PS	Mizuno 312058.RG90.10.1125 MVP Prime Baseball Glove, 11.25-Inch, Right Hand Throw	MXN 2,279.00	0%	MXN 2,279.00	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969111307	312029.RG8D.13.1200	B00NP3VB2A	Mizuno 312029.RG8D.13.1200 Global Elite Fastpitch Glove, 12, Right Hand Throw	MXN 8,349.00	0%	MXN 8,349.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969112502	312070.RG90.10.1125	B00NQ5WAKY	Mizuno 312070.RG90.10.1125 MVP Prime Future Baseball Glove, 11.25-Inch, Right Hand Throw	MXN 2,279.00	0%	MXN 2,279.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	056389015708	1570	B00O5VUHLW	Coghlan's 0127.1069 1570 Expander Pegs 10"	MXN 85.32	0%	MXN 85.32	4	4	08-Jan-2024	22-Jan-2024	Delivered	22-Mar-2024	AC - Accepted: Available		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969111031	312039.FR84.13.1200	B00P0OPXBW	Mizuno 312039.FR84.13.1200 Classic Pro Soft Baseball Glove, 12-Inch, Left Hand Throw	MXN 4,765.00	0%	MXN 4,765.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969125410	312086.FR84.09.1100	B00P0OSZ7G	Mizuno 312086.FR84.09.1100 Youth Prospect Ball Glove, 11-Inch, Left Hand Throw	MXN 1,185.00	0%	MXN 1,185.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969127865	312112.F51C.09.1100	B00P0OT75A	Mizuno 312112.F51C.09.1100 Youth Prospect Ball Glove, 11-Inch, Navy, Left Hand Throw	MXN 913.00	0%	MXN 913.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969111314	312030.FR8D.15.1250	B00PDPCS66	Mizuno 312030.FR8D.15.1250 Global Elite Fastpitch Glove, 12.5, Left Hand Throw	MXN 8,349.00	0%	MXN 8,349.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969555897	330350.0090.03.S	B00W7EB28G	Mizuno 330350.0090.03.S Men's 2016 Pro Batting Gloves (Pair), White/Black, Small	MXN 1,069.00	0%	MXN 1,069.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969556269	330354.9000.02.XS	B00W7ECA6E	Mizuno 330354.9000.02.XS Women's 2016 Finch Batting Gloves (Pair), Black/White, X-Small	MXN 435.00	0%	MXN 435.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969557754	312268.RG10.11.1150	B00Y7XBQTA	Mizuno 312268.RG10.11.1150 Franchise Ball Glove, Red, 11.5"	MXN 1,615.00	0%	MXN 1,615.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969558324	312290.FR11.17.1300	B00Y7XBZGO	Mizuno 312290.FR11.17.1300 MVP Fastpitch Glove, Brick Dust, 13", Right	MXN 2,279.00	0%	MXN 2,279.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969543078	350506.5151.04.S	B014QOLDTM	Mizuno 350506.5151.04 Comp Game Shorts, Navy, Small	MXN 809.48	20%	MXN 649.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	715757495305	4A38-35-XL	B014TI8SZW	Orvis Accesorio de Pesca Shirt Performance, Color Gris, Extra Grande	MXN 2,564.28	39%	MXN 1,555.70	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	810675021480	SBLT5TVM	B015JREPKE	Selk'bag SBLT5 Full Body Sleeping Bag, Lite 5G, Twilight Violet, Medium	MXN 2,369.83	30%	MXN 1,659.00	6	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
1LMZOOOH	041969552537	350541.9090.04.S	B015JUOUDS	Mizuno 350541.9090.04 Digi-Camo Sliding Shorts, Black, Small	MXN 964.66	19%	MXN 779.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX6		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
