KeyMonth	calendar_date	Country	Key	Local	ownerships	GCS NGK	GCS Counter 	GAP Capacity 20	GAP Capacity 30	Installed Capacity 20	Installed Capacity 30	Category	Classification Number	Screen Cases	Classification	Screens	Counter Participation	NGK Participation	Annual Ranking	Performance	Total GCS	Type of Store	Special Day Hour Order	Daypart Hour Description	Ownerships Order	RankingMonth	Year	Quarter	Month	Day
ECUADOR-SMR-01/03/2023	1/3/2023 0:00	ECUADOR	ECUADOR-SMR	SMR	A	26	15	-94	-154	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	36,59 %	63,41 %	581	4,33	41	FS	14	21:00 22:00	1	50	2023	Qtr 1	March	1
PERU-MDS-01/03/2023	1/3/2023 0:00	PERU	PERU-MDS	MDS	A	46	15	-14	-44	60	90	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	24,59 %	75,41 %	562	15,33	61	FC	13	20:00 21:00	1	50	2023	Qtr 1	March	1
PERU-PLN-01/03/2023	1/3/2023 0:00	PERU	PERU-PLN	PLN	A	31	25	-9	-29	40	60	Between 15 and 20 GCs	4	with GCs and Screens	Locations with Oportunity	2	44,64 %	55,36 %	498	15,50	56	FC	13	20:00 21:00	1	50	2023	Qtr 1	March	1
URUGUAY-PRO-01/03/2023	1/3/2023 0:00	URUGUAY	URUGUAY-PRO	PRO	A	86	3	-34	-94	120	180	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	3,37 %	96,63 %	318	14,33	89	FS	23	22:00 23:00	1	50	2023	Qtr 1	March	1
COLOMBIA-ANT-01/03/2023	3/3/2023 0:00	COLOMBIA	COLOMBIA-ANT	ANT	A	32	1	-28	-58	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	3,03 %	96,97 %	389	10,67	33	MS	13	20:00 21:00	1	50	2023	Qtr 1	March	1
COLOMBIA-C53-01/03/2023	3/3/2023 0:00	COLOMBIA	COLOMBIA-C53	C53	A	26	3	-54	-94	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	10,34 %	89,66 %	318	6,50	29	FS	15	22:00 23:00	1	50	2023	Qtr 1	March	1
COLOMBIA-ENV-01/03/2023	3/3/2023 0:00	COLOMBIA	COLOMBIA-ENV	ENV	A	35	6	-5	-25	40	60	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	14,63 %	85,37 %	507	17,50	41	MS	12	19:00 20:00	1	50	2023	Qtr 1	March	1
ECUADOR-DUR-01/03/2023	3/3/2023 0:00	ECUADOR	ECUADOR-DUR	DUR	A	30	8	-30	-60	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	21,05 %	78,95 %	50	10,00	38	FS	6	13:00 14:00	1	22	2023	Qtr 1	March	1
PERU-PUR-01/03/2023	3/3/2023 0:00	PERU	PERU-PUR	PUR	A	29	8	-31	-61	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	21,62 %	78,38 %	660	9,67	37	FC	14	21:00 22:00	1	50	2023	Qtr 1	March	1
COLOMBIA-P93-01/03/2023	4/3/2023 0:00	COLOMBIA	COLOMBIA-P93	P93	A	46	5	-114	-194	160	240	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	8	9,80 %	90,20 %	462	5,75	51	FS	16	23:00 00:00	1	50	2023	Qtr 1	March	1
PERU-JO1-01/03/2023	4/3/2023 0:00	PERU	PERU-JO1	JO1	A	47	16	-133	-223	180	270	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	9	25,40 %	74,60 %	870	5,22	63	MS	13	20:00 21:00	1	50	2023	Qtr 1	March	1
URUGUAY-CON-01/03/2023	4/3/2023 0:00	URUGUAY	URUGUAY-CON	CON	A	31	8	-49	-89	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	20,51 %	79,49 %	506	7,75	39	FS	21	20:00 21:00	1	50	2023	Qtr 1	March	1
URUGUAY-GNT-01/03/2023	4/3/2023 0:00	URUGUAY	URUGUAY-GNT	GNT	A	45	20	-35	-75	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	30,77 %	69,23 %	50	11,25	65	MS	20	19:00 20:00	1	11	2023	Qtr 1	March	1
URUGUAY-ITL-01/03/2023	4/3/2023 0:00	URUGUAY	URUGUAY-ITL	ITL	A	18	25	-62	-102	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	58,14 %	41,86 %	435	4,50	43	FS	23	22:00 23:00	1	50	2023	Qtr 1	March	1
URUGUAY-PCS-01/03/2023	4/3/2023 0:00	URUGUAY	URUGUAY-PCS	PCS	A	44	14	-36	-76	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	24,14 %	75,86 %	544	11,00	58	FC	17	16:00 17:00	1	50	2023	Qtr 1	March	1
URUGUAY-RIV-01/03/2023	4/3/2023 0:00	URUGUAY	URUGUAY-RIV	RIV	A	19	8	-61	-101	80	120	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	29,63 %	70,37 %	545	4,75	27	FS	22	21:00 22:00	1	50	2023	Qtr 1	March	1
COLOMBIA-ANT-01/03/2023	5/3/2023 0:00	COLOMBIA	COLOMBIA-ANT	ANT	A	46	14	-14	-44	60	90	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	23,33 %	76,67 %	50	15,33	60	MS	9	16:00 17:00	1	5	2023	Qtr 1	March	1
URUGUAY-LPS-01/03/2023	5/3/2023 0:00	URUGUAY	URUGUAY-LPS	LPS	A	42	5	-18	-48	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	10,64 %	89,36 %	612	14,00	47	MS	16	15:00 16:00	1	50	2023	Qtr 1	March	1
URUGUAY-MS2-01/03/2023	5/3/2023 0:00	URUGUAY	URUGUAY-MS2	MS2	A	43	30	-37	-77	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	41,10 %	58,90 %	386	10,75	73	FC	20	19:00 20:00	1	50	2023	Qtr 1	March	1
URUGUAY-PDE-01/03/2023	5/3/2023 0:00	URUGUAY	URUGUAY-PDE	PDE	A	34	15	-166	-266	200	300	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	10	30,61 %	69,39 %	313	3,40	49	FS	23	22:00 23:00	1	50	2023	Qtr 1	March	1
URUGUAY-JBO-01/03/2023	6/3/2023 0:00	URUGUAY	URUGUAY-JBO	JBO	A	28	28	-92	-152	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	50,00 %	50,00 %	385	4,67	56	FS	17	16:00 17:00	1	50	2023	Qtr 1	March	1
COLOMBIA-ROO-01/03/2023	8/3/2023 0:00	COLOMBIA	COLOMBIA-ROO	ROO	A	43	2	-77	-137	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	4,44 %	95,56 %	519	7,17	45	FS	10	17:00 18:00	1	50	2023	Qtr 1	March	1
ECUADOR-6DI-01/03/2023	8/3/2023 0:00	ECUADOR	ECUADOR-6DI	6DI	A	33	18	-47	-87	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	35,29 %	64,71 %	323	8,25	51	FS	10	17:00 18:00	1	50	2023	Qtr 1	March	1
URUGUAY-PAM-01/03/2023	9/3/2023 0:00	URUGUAY	URUGUAY-PAM	PAM	A	46	13	-34	-74	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	22,03 %	77,97 %	533	11,50	59	IS	14	13:00 14:00	1	50	2023	Qtr 1	March	1
ECUADOR-AUR-01/03/2023	10/3/2023 0:00	ECUADOR	ECUADOR-AUR	AUR	A	44	9	-36	-76	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	16,98 %	83,02 %	341	11,00	53	FS	14	21:00 22:00	1	50	2023	Qtr 1	March	1
URUGUAY-AIC-01/03/2023	10/3/2023 0:00	URUGUAY	URUGUAY-AIC	AIC	A	25	13	-55	-95	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	34,21 %	65,79 %	344	6,25	38	MS	14	13:00 14:00	1	50	2023	Qtr 1	March	1
ECUADOR-SUR-01/03/2023	11/3/2023 0:00	ECUADOR	ECUADOR-SUR	SUR	A	20	13	-60	-100	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	39,39 %	60,61 %	366	5,00	33	FS	11	18:00 19:00	1	50	2023	Qtr 1	March	1
URUGUAY-PDC-01/03/2023	11/3/2023 0:00	URUGUAY	URUGUAY-PDC	PDC	A	33	22	-87	-147	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	40,00 %	60,00 %	525	5,50	55	FS	24	23:00 00:00	1	50	2023	Qtr 1	March	1
COLOMBIA-C43-01/03/2023	12/3/2023 0:00	COLOMBIA	COLOMBIA-C43	C43	A	27	5	-93	-153	120	180	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	15,63 %	84,38 %	379	4,50	32	FS	11	18:00 19:00	1	50	2023	Qtr 1	March	1
COLOMBIA-ELE-01/03/2023	12/3/2023 0:00	COLOMBIA	COLOMBIA-ELE	ELE	A	50	7	-70	-130	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	12,28 %	87,72 %	50	8,33	57	MS	8	15:00 16:00	1	7	2023	Qtr 1	March	1
ECUADOR-SRF-01/03/2023	12/3/2023 0:00	ECUADOR	ECUADOR-SRF	SRF	A	25	7	-55	-95	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	21,88 %	78,13 %	393	6,25	32	FS	13	20:00 21:00	1	50	2023	Qtr 1	March	1
PERU-SJL-01/03/2023	12/3/2023 0:00	PERU	PERU-SJL	SJL	A	36	20	-44	-84	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	35,71 %	64,29 %	530	9,00	56	IS	6	13:00 14:00	1	50	2023	Qtr 1	March	1
URUGUAY-CUS-01/03/2023	12/3/2023 0:00	URUGUAY	URUGUAY-CUS	CUS	A	44	7	-76	-136	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	13,73 %	86,27 %	579	7,33	51	MS	15	14:00 15:00	1	50	2023	Qtr 1	March	1
ECUADOR-VTC-01/03/2023	13/3/2023 00:00	ECUADOR	ECUADOR-VTC	VTC	A	5	15	-75	-115	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	75,00 %	25,00 %	546	1,25	20	FS	9	16:00 17:00	1	50	2023	Qtr 1	March	1
COLOMBIA-PLF-01/03/2023	15/3/2023 00:00	COLOMBIA	COLOMBIA-PLF	PLF	A	10	8	-50	-80	60	90	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	3	44,44 %	55,56 %	484	3,33	18	FC	12	19:00 20:00	1	50	2023	Qtr 1	March	1
ECUADOR-MSO-01/03/2023	16/3/2023 00:00	ECUADOR	ECUADOR-MSO	MSO	A	69	11	-11	-51	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	13,75 %	86,25 %	507	17,25	80	MS	7	14:00 15:00	1	50	2023	Qtr 1	March	1
COLOMBIA-ATL-01/03/2023	17/3/2023 00:00	COLOMBIA	COLOMBIA-ATL	ATL	A	28	1	-52	-92	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	3,45 %	96,55 %	313	7,00	29	FS	12	19:00 20:00	1	50	2023	Qtr 1	March	1
ECUADOR-DUR-01/03/2023	17/3/2023 00:00	ECUADOR	ECUADOR-DUR	DUR	A	20	10	-40	-70	60	90	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	3	33,33 %	66,67 %	150	6,67	30	FS	6	13:00 14:00	1	50	2023	Qtr 1	March	1
URUGUAY-MSC-01/03/2023	17/3/2023 00:00	URUGUAY	URUGUAY-MSC	MSC	A	59	19	-141	-241	200	300	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	10	24,36 %	75,64 %	656	5,90	78	FS	22	21:00 22:00	1	50	2023	Qtr 1	March	1
URUGUAY-NC2-01/03/2023	17/3/2023 00:00	URUGUAY	URUGUAY-NC2	NC2	A	52	31	-28	-68	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	37,35 %	62,65 %	538	13,00	83	MS	14	13:00 14:00	1	50	2023	Qtr 1	March	1
ECUADOR-MEC-01/03/2023	18/3/2023 00:00	ECUADOR	ECUADOR-MEC	MEC	A	58	6	18	-2	40	60	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	9,38 %	90,63 %	485	29,00	64	FC	5	12:00 13:00	1	50	2023	Qtr 1	March	1
ECUADOR-PRT-01/03/2023	18/3/2023 00:00	ECUADOR	ECUADOR-PRT	PRT	A	27	27	-13	-33	40	60	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	2	50,00 %	50,00 %	377	13,50	54	FC	11	18:00 19:00	1	50	2023	Qtr 1	March	1
PERU-PAC-01/03/2023	18/3/2023 00:00	PERU	PERU-PAC	PAC	A	47	34	-33	-73	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	41,98 %	58,02 %	450	11,75	81	IS	10	17:00 18:00	1	50	2023	Qtr 1	March	1
PERU-SM1-01/03/2023	18/3/2023 00:00	PERU	PERU-SM1	SM1	A	38	17	-2	-22	40	60	Between 15 and 20 GCs	4	with GCs and Screens	Locations with Oportunity	2	30,91 %	69,09 %	605	19,00	55	FC	11	18:00 19:00	1	50	2023	Qtr 1	March	1
COLOMBIA-125-01/03/2023	19/3/2023 00:00	COLOMBIA	COLOMBIA-125	125	A	46	8	-34	-74	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	14,81 %	85,19 %	411	11,50	54	FS	14	21:00 22:00	1	50	2023	Qtr 1	March	1
COLOMBIA-SAL-01/03/2023	20/3/2023 00:00	COLOMBIA	COLOMBIA-SAL	SAL	A	18	1	-22	-42	40	60	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	5,26 %	94,74 %	359	9,00	19	FC	11	18:00 19:00	1	50	2023	Qtr 1	March	1
ECUADOR-ORE-01/03/2023	24/3/2023 00:00	ECUADOR	ECUADOR-ORE	ORE	A	49	18	-71	-131	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	26,87 %	73,13 %	352	8,17	67	FS	14	21:00 22:00	1	50	2023	Qtr 1	March	1
URUGUAY-PC2-01/03/2023	24/3/2023 00:00	URUGUAY	URUGUAY-PC2	PC2	A	44	9	-36	-76	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	16,98 %	83,02 %	590	11,00	53	FC	14	13:00 14:00	1	50	2023	Qtr 1	March	1
ECUADOR-GYA-01/03/2023	25/3/2023 00:00	ECUADOR	ECUADOR-GYA	GYA	A	14	18	-46	-76	60	90	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	3	56,25 %	43,75 %	394	4,67	32	MS	11	18:00 19:00	1	50	2023	Qtr 1	March	1
ECUADOR-ALB-01/03/2023	26/3/2023 00:00	ECUADOR	ECUADOR-ALB	ALB	A	38	5	-42	-82	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	11,63 %	88,37 %	413	9,50	43	FS	10	17:00 18:00	1	50	2023	Qtr 1	March	1
URUGUAY-GNT-01/03/2023	26/3/2023 00:00	URUGUAY	URUGUAY-GNT	GNT	A	39	9	-41	-81	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	18,75 %	81,25 %	255	9,75	48	MS	16	15:00 16:00	1	50	2023	Qtr 1	March	1
COLOMBIA-ELE-01/03/2023	31/3/2023 00:00	COLOMBIA	COLOMBIA-ELE	ELE	A	27	5	-93	-153	120	180	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	15,63 %	84,38 %	392	4,50	32	MS	13	20:00 21:00	1	50	2023	Qtr 1	March	1
URUGUAY-TRC-01/03/2023	31/3/2023 00:00	URUGUAY	URUGUAY-TRC	TRC	A	72	61	-108	-198	180	270	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	9	45,86 %	54,14 %	453	8,00	133	MS	20	19:00 20:00	1	50	2023	Qtr 1	March	1
COLOMBIA-PLF-01/04/2023	1/4/2023 0:00	COLOMBIA	COLOMBIA-PLF	PLF	A	17	4	-43	-73	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	19,05 %	80,95 %	284	5,67	21	FC	14	21:00 22:00	1	50	2023	Qtr 2	April	1
PERU-JO1-01/04/2023	1/4/2023 0:00	PERU	PERU-JO1	JO1	A	70	10	-110	-200	180	270	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	9	12,50 %	87,50 %	393	7,78	80	MS	13	20:00 21:00	1	50	2023	Qtr 2	April	1
COLOMBIA-C43-01/04/2023	2/4/2023 0:00	COLOMBIA	COLOMBIA-C43	C43	A	24	7	-96	-156	120	180	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	22,58 %	77,42 %	411	4,00	31	FS	12	19:00 20:00	1	50	2023	Qtr 2	April	1
URUGUAY-CUS-01/04/2023	2/4/2023 0:00	URUGUAY	URUGUAY-CUS	CUS	A	42	12	-78	-138	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	22,22 %	77,78 %	510	7,00	54	MS	16	15:00 16:00	1	50	2023	Qtr 2	April	1
URUGUAY-NC2-01/04/2023	3/4/2023 0:00	URUGUAY	URUGUAY-NC2	NC2	A	52	37	-28	-68	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	41,57 %	58,43 %	380	13,00	89	MS	15	14:00 15:00	1	50	2023	Qtr 2	April	1
URUGUAY-MSC-01/04/2023	4/4/2023 0:00	URUGUAY	URUGUAY-MSC	MSC	A	57	30	-183	-303	240	360	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	12	34,48 %	65,52 %	443	4,75	87	FS	22	21:00 22:00	1	50	2023	Qtr 2	April	1
URUGUAY-PC2-01/04/2023	4/4/2023 0:00	URUGUAY	URUGUAY-PC2	PC2	A	36	18	-44	-84	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	33,33 %	66,67 %	575	9,00	54	FC	16	15:00 16:00	1	50	2023	Qtr 2	April	1
URUGUAY-MS2-01/04/2023	5/4/2023 0:00	URUGUAY	URUGUAY-MS2	MS2	A	47	27	-33	-73	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	36,49 %	63,51 %	349	11,75	74	FC	16	15:00 16:00	1	50	2023	Qtr 2	April	1
URUGUAY-TRC-01/04/2023	5/4/2023 0:00	URUGUAY	URUGUAY-TRC	TRC	A	66	62	-114	-204	180	270	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	9	48,44 %	51,56 %	560	7,33	128	MS	12	11:00 12:00	1	50	2023	Qtr 2	April	1
ECUADOR-SUR-01/04/2023	6/4/2023 0:00	ECUADOR	ECUADOR-SUR	SUR	A	18	14	-62	-102	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	43,75 %	56,25 %	438	4,50	32	FS	13	20:00 21:00	1	50	2023	Qtr 2	April	1
PERU-SM1-01/04/2023	6/4/2023 0:00	PERU	PERU-SM1	SM1	A	45	16	5	-15	40	60	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	26,23 %	73,77 %	396	22,50	61	FC	12	19:00 20:00	1	50	2023	Qtr 2	April	1
URUGUAY-PCS-01/04/2023	6/4/2023 0:00	URUGUAY	URUGUAY-PCS	PCS	A	44	18	-36	-76	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	29,03 %	70,97 %	422	11,00	62	FC	16	15:00 16:00	1	50	2023	Qtr 2	April	1
PERU-MDS-01/04/2023	8/4/2023 0:00	PERU	PERU-MDS	MDS	A	41	28	-19	-49	60	90	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	3	40,58 %	59,42 %	348	13,67	69	FC	7	14:00 15:00	1	50	2023	Qtr 2	April	1
URUGUAY-GNT-01/04/2023	8/4/2023 0:00	URUGUAY	URUGUAY-GNT	GNT	A	32	18	-48	-88	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	36,00 %	64,00 %	215	8,00	50	MS	20	19:00 20:00	1	50	2023	Qtr 2	April	1
URUGUAY-PAM-01/04/2023	8/4/2023 0:00	URUGUAY	URUGUAY-PAM	PAM	A	47	10	-33	-73	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	17,54 %	82,46 %	586	11,75	57	IS	15	14:00 15:00	1	50	2023	Qtr 2	April	1
URUGUAY-PCS-01/04/2023	8/4/2023 0:00	URUGUAY	URUGUAY-PCS	PCS	A	70	16	-10	-50	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	18,60 %	81,40 %	50	17,50	86	FC	15	14:00 15:00	1	5	2023	Qtr 2	April	1
COLOMBIA-ENV-01/04/2023	9/4/2023 0:00	COLOMBIA	COLOMBIA-ENV	ENV	A	37	11	-3	-23	40	60	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	22,92 %	77,08 %	309	18,50	48	MS	7	14:00 15:00	1	50	2023	Qtr 2	April	1
PERU-PUR-01/04/2023	9/4/2023 0:00	PERU	PERU-PUR	PUR	A	34	13	-26	-56	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	27,66 %	72,34 %	308	11,33	47	FC	10	17:00 18:00	1	50	2023	Qtr 2	April	1
PERU-SJL-01/04/2023	9/4/2023 0:00	PERU	PERU-SJL	SJL	A	28	32	-52	-92	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	53,33 %	46,67 %	416	7,00	60	IS	10	17:00 18:00	1	50	2023	Qtr 2	April	1
PERU-AEP-01/04/2023	10/4/2023 0:00	PERU	PERU-AEP	AEP	A	35	6	-5	-25	40	60	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	14,63 %	85,37 %	654	17,50	41	FC	14	21:00 22:00	1	50	2023	Qtr 2	April	1
URUGUAY-AIC-01/04/2023	11/4/2023 0:00	URUGUAY	URUGUAY-AIC	AIC	A	27	8	-53	-93	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	22,86 %	77,14 %	455	6,75	35	MS	14	13:00 14:00	1	50	2023	Qtr 2	April	1
COLOMBIA-P93-01/04/2023	13/4/2023 00:00	COLOMBIA	COLOMBIA-P93	P93	A	47	3	-113	-193	160	240	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	8	6,00 %	94,00 %	520	5,88	50	FS	5	12:00 13:00	1	50	2023	Qtr 2	April	1
COLOMBIA-125-01/04/2023	14/4/2023 00:00	COLOMBIA	COLOMBIA-125	125	A	43	10	-37	-77	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	18,87 %	81,13 %	440	10,75	53	FS	5	12:00 13:00	1	50	2023	Qtr 2	April	1
ECUADOR-VTC-01/04/2023	14/4/2023 00:00	ECUADOR	ECUADOR-VTC	VTC	A	11	9	-69	-109	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	45,00 %	55,00 %	500	2,75	20	FS	9	16:00 17:00	1	50	2023	Qtr 2	April	1
COLOMBIA-ROO-01/04/2023	15/4/2023 00:00	COLOMBIA	COLOMBIA-ROO	ROO	A	46	0	-74	-134	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	0,00 %	100,00 %	461	7,67	46	FS	9	16:00 17:00	1	50	2023	Qtr 2	April	1
COLOMBIA-SAL-01/04/2023	15/4/2023 00:00	COLOMBIA	COLOMBIA-SAL	SAL	A	18	2	-22	-42	40	60	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	10,00 %	90,00 %	355	9,00	20	FC	13	20:00 21:00	1	50	2023	Qtr 2	April	1
ECUADOR-6DI-01/04/2023	15/4/2023 00:00	ECUADOR	ECUADOR-6DI	6DI	A	36	8	-44	-84	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	18,18 %	81,82 %	467	9,00	44	FS	6	13:00 14:00	1	50	2023	Qtr 2	April	1
ECUADOR-ORE-01/04/2023	15/4/2023 00:00	ECUADOR	ECUADOR-ORE	ORE	A	53	9	-67	-127	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	14,52 %	85,48 %	524	8,83	62	FS	6	13:00 14:00	1	50	2023	Qtr 2	April	1
URUGUAY-RIV-01/04/2023	15/4/2023 00:00	URUGUAY	URUGUAY-RIV	RIV	A	33	0	-47	-87	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	0,00 %	100,00 %	341	8,25	33	FS	14	13:00 14:00	1	50	2023	Qtr 2	April	1
COLOMBIA-ANT-01/04/2023	16/4/2023 00:00	COLOMBIA	COLOMBIA-ANT	ANT	A	29	12	-31	-61	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	29,27 %	70,73 %	236	9,67	41	MS	6	13:00 14:00	1	50	2023	Qtr 2	April	1
ECUADOR-AUR-01/04/2023	16/4/2023 00:00	ECUADOR	ECUADOR-AUR	AUR	A	32	17	-48	-88	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	34,69 %	65,31 %	423	8,00	49	FS	13	20:00 21:00	1	50	2023	Qtr 2	April	1
PERU-PLN-01/04/2023	16/4/2023 00:00	PERU	PERU-PLN	PLN	A	53	8	13	-7	40	60	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	13,11 %	86,89 %	348	26,50	61	FC	6	13:00 14:00	1	50	2023	Qtr 2	April	1
URUGUAY-PDE-01/04/2023	16/4/2023 00:00	URUGUAY	URUGUAY-PDE	PDE	A	30	22	-170	-270	200	300	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	10	42,31 %	57,69 %	244	3,00	52	FS	16	15:00 16:00	1	50	2023	Qtr 2	April	1
COLOMBIA-ATL-01/04/2023	18/4/2023 00:00	COLOMBIA	COLOMBIA-ATL	ATL	A	26	1	-54	-94	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	3,70 %	96,30 %	458	6,50	27	FS	11	18:00 19:00	1	50	2023	Qtr 2	April	1
ECUADOR-GYA-01/04/2023	18/4/2023 00:00	ECUADOR	ECUADOR-GYA	GYA	A	25	10	-35	-65	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	28,57 %	71,43 %	205	8,33	35	MS	8	15:00 16:00	1	50	2023	Qtr 2	April	1
COLOMBIA-C53-01/04/2023	21/4/2023 00:00	COLOMBIA	COLOMBIA-C53	C53	A	21	5	-59	-99	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	19,23 %	80,77 %	414	5,25	26	FS	11	18:00 19:00	1	50	2023	Qtr 2	April	1
