KeyMonth	calendar_date	Country	Key	Local	ownerships	GCS NGK	GCS Counter 	GAP Capacity 20	GAP Capacity 30	Installed Capacity 20	Installed Capacity 30	Category	Classification Number	Screen Cases	Classification	Screens	Counter Participation	NGK Participation	Annual Ranking	Performance	Total GCS	Type of Store	Special Day Hour Order	Daypart Hour Description	Ownerships Order	RankingMonth	Year	Quarter	Month	Day
URUGUAY-PDC-01/09/2023	9/9/2023 0:00	URUGUAY	URUGUAY-PDC	PDC	A	55	34	-65	-125	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	38,20 %	61,80 %	50	9,17	89	FS	15	14:00 15:00	1	5	2023	Qtr 3	September	1
PERU-AEP-01/09/2023	13/9/2023 00:00	PERU	PERU-AEP	AEP	A	13	32	-27	-47	40	60	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	2	71,11 %	28,89 %	436	6,50	45	FC	5	12:00 13:00	1	50	2023	Qtr 3	September	1
URUGUAY-TRC-01/09/2023	14/9/2023 00:00	URUGUAY	URUGUAY-TRC	TRC	A	63	65	-117	-207	180	270	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	9	50,78 %	49,22 %	567	7,00	128	MS	14	13:00 14:00	1	50	2023	Qtr 3	September	1
ECUADOR-ORE-01/09/2023	15/9/2023 00:00	ECUADOR	ECUADOR-ORE	ORE	A	56	12	-64	-124	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	17,65 %	82,35 %	336	9,33	68	FS	14	21:00 22:00	1	50	2023	Qtr 3	September	1
ECUADOR-VTC-01/09/2023	15/9/2023 00:00	ECUADOR	ECUADOR-VTC	VTC	A	16	20	-64	-104	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	55,56 %	44,44 %	50	4,00	36	FS	12	19:00 20:00	1	4	2023	Qtr 3	September	1
PERU-JO1-01/09/2023	15/9/2023 00:00	PERU	PERU-JO1	JO1	A	67	13	-113	-203	180	270	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	9	16,25 %	83,75 %	381	7,44	80	MS	12	19:00 20:00	1	50	2023	Qtr 3	September	1
PERU-SM1-01/09/2023	15/9/2023 00:00	PERU	PERU-SM1	SM1	A	39	19	-1	-21	40	60	Between 15 and 20 GCs	4	with GCs and Screens	Locations with Oportunity	2	32,76 %	67,24 %	505	19,50	58	FC	12	19:00 20:00	1	50	2023	Qtr 3	September	1
URUGUAY-PDC-01/09/2023	15/9/2023 00:00	URUGUAY	URUGUAY-PDC	PDC	A	40	15	-80	-140	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	27,27 %	72,73 %	540	6,67	55	FS	23	22:00 23:00	1	50	2023	Qtr 3	September	1
URUGUAY-PAM-01/09/2023	16/9/2023 00:00	URUGUAY	URUGUAY-PAM	PAM	A	45	20	-75	-135	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	30,77 %	69,23 %	357	7,50	65	IS	22	21:00 22:00	1	50	2023	Qtr 3	September	1
URUGUAY-PAM-01/09/2023	16/9/2023 00:00	URUGUAY	URUGUAY-PAM	PAM	A	72	21	-48	-108	120	180	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	22,58 %	77,42 %	50	12,00	93	IS	14	13:00 14:00	1	6	2023	Qtr 3	September	1
COLOMBIA-ENV-01/09/2023	17/9/2023 00:00	COLOMBIA	COLOMBIA-ENV	ENV	A	32	12	-8	-28	40	60	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	27,27 %	72,73 %	404	16,00	44	MS	9	16:00 17:00	1	50	2023	Qtr 3	September	1
ECUADOR-MSO-01/09/2023	17/9/2023 00:00	ECUADOR	ECUADOR-MSO	MSO	A	90	6	10	-30	80	120	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	4	6,25 %	93,75 %	198	22,50	96	MS	6	13:00 14:00	1	50	2023	Qtr 3	September	1
ECUADOR-MSO-01/09/2023	17/9/2023 00:00	ECUADOR	ECUADOR-MSO	MSO	A	102	7	22	-18	80	120	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	4	6,42 %	93,58 %	50	25,50	109	MS	7	14:00 15:00	1	16	2023	Qtr 3	September	1
ECUADOR-PRT-01/09/2023	17/9/2023 00:00	ECUADOR	ECUADOR-PRT	PRT	A	48	4	8	-12	40	60	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	7,69 %	92,31 %	419	24,00	52	FC	11	18:00 19:00	1	50	2023	Qtr 3	September	1
ECUADOR-ALB-01/09/2023	19/9/2023 00:00	ECUADOR	ECUADOR-ALB	ALB	A	33	11	-47	-87	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	25,00 %	75,00 %	389	8,25	44	FS	13	20:00 21:00	1	50	2023	Qtr 3	September	1
COLOMBIA-125-01/09/2023	20/9/2023 00:00	COLOMBIA	COLOMBIA-125	125	A	41	14	-39	-79	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	25,45 %	74,55 %	381	10,25	55	FS	6	13:00 14:00	1	50	2023	Qtr 3	September	1
COLOMBIA-AE2-01/09/2023	21/9/2023 00:00	COLOMBIA	COLOMBIA-AE2	AE2	A	36	15	-44	-84	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	29,41 %	70,59 %	159	9,00	51	MS	4	11:00 12:00	1	50	2023	Qtr 3	September	1
ECUADOR-SUR-01/09/2023	21/9/2023 00:00	ECUADOR	ECUADOR-SUR	SUR	A	31	3	-49	-89	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	8,82 %	91,18 %	327	7,75	34	FS	12	19:00 20:00	1	50	2023	Qtr 3	September	1
COLOMBIA-P93-01/09/2023	22/9/2023 00:00	COLOMBIA	COLOMBIA-P93	P93	A	75	8	-85	-165	160	240	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	8	9,64 %	90,36 %	50	9,38	83	FS	6	13:00 14:00	1	9	2023	Qtr 3	September	1
ECUADOR-SRF-01/09/2023	22/9/2023 00:00	ECUADOR	ECUADOR-SRF	SRF	A	20	13	-60	-100	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	39,39 %	60,61 %	387	5,00	33	FS	14	21:00 22:00	1	50	2023	Qtr 3	September	1
URUGUAY-JBO-01/09/2023	22/9/2023 00:00	URUGUAY	URUGUAY-JBO	JBO	A	32	0	-88	-148	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	0,00 %	100,00 %	1900	5,33	32	FS	16	15:00 16:00	1	50	2023	Qtr 3	September	1
URUGUAY-MS2-01/09/2023	22/9/2023 00:00	URUGUAY	URUGUAY-MS2	MS2	A	42	0	-38	-78	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	0,00 %	100,00 %	1542	10,50	42	FC	22	21:00 22:00	1	50	2023	Qtr 3	September	1
COLOMBIA-SAL-01/09/2023	23/9/2023 00:00	COLOMBIA	COLOMBIA-SAL	SAL	A	10	9	-10	-20	20	30	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	1	47,37 %	52,63 %	368	10,00	19	FC	6	13:00 14:00	1	50	2023	Qtr 3	September	1
ECUADOR-AUR-01/09/2023	23/9/2023 00:00	ECUADOR	ECUADOR-AUR	AUR	A	28	23	-52	-92	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	45,10 %	54,90 %	390	7,00	51	FS	16	23:00 00:00	1	50	2023	Qtr 3	September	1
ECUADOR-MEC-01/09/2023	23/9/2023 00:00	ECUADOR	ECUADOR-MEC	MEC	A	46	19	6	-14	40	60	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	29,23 %	70,77 %	473	23,00	65	FC	8	15:00 16:00	1	50	2023	Qtr 3	September	1
PERU-PLN-01/09/2023	23/9/2023 00:00	PERU	PERU-PLN	PLN	A	33	19	-7	-27	40	60	Between 15 and 20 GCs	4	with GCs and Screens	Locations with Oportunity	2	36,54 %	63,46 %	641	16,50	52	FC	12	19:00 20:00	1	50	2023	Qtr 3	September	1
URUGUAY-PCS-01/09/2023	23/9/2023 00:00	URUGUAY	URUGUAY-PCS	PCS	A	54	0	-26	-66	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	0,00 %	100,00 %	639	13,50	54	FC	14	13:00 14:00	1	50	2023	Qtr 3	September	1
COLOMBIA-C53-01/09/2023	24/9/2023 00:00	COLOMBIA	COLOMBIA-C53	C53	A	8	17	-72	-112	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	68,00 %	32,00 %	489	2,00	25	FS	12	19:00 20:00	1	50	2023	Qtr 3	September	1
URUGUAY-GNT-01/09/2023	24/9/2023 00:00	URUGUAY	URUGUAY-GNT	GNT	A	27	0	-53	-93	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	0,00 %	100,00 %	1011	6,75	27	MS	21	20:00 21:00	1	50	2023	Qtr 3	September	1
ECUADOR-GYA-01/09/2023	26/9/2023 00:00	ECUADOR	ECUADOR-GYA	GYA	A	22	8	-38	-68	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	26,67 %	73,33 %	584	7,33	30	MS	6	13:00 14:00	1	50	2023	Qtr 3	September	1
ECUADOR-COR-01/09/2023	27/9/2023 00:00	ECUADOR	ECUADOR-COR	COR	A	44	25	-36	-76	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	36,23 %	63,77 %	50	11,00	69	FS	12	19:00 20:00	1	31	2023	Qtr 3	September	1
COLOMBIA-PLF-01/09/2023	28/9/2023 00:00	COLOMBIA	COLOMBIA-PLF	PLF	A	17	1	-23	-43	40	60	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	5,56 %	94,44 %	457	8,50	18	FC	13	20:00 21:00	1	50	2023	Qtr 3	September	1
PERU-GAR-01/09/2023	28/9/2023 00:00	PERU	PERU-GAR	GAR	A	10	14	-70	-110	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	58,33 %	41,67 %	244	2,50	24	FS	10	17:00 18:00	1	50	2023	Qtr 3	September	1
COLOMBIA-AE2-01/09/2023	29/9/2023 00:00	COLOMBIA	COLOMBIA-AE2	AE2	A	60	2	-20	-60	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	3,23 %	96,77 %	50	15,00	62	MS	8	15:00 16:00	1	14	2023	Qtr 3	September	1
ECUADOR-COR-01/09/2023	29/9/2023 00:00	ECUADOR	ECUADOR-COR	COR	A	37	24	-43	-83	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	39,34 %	60,66 %	82	9,25	61	FS	10	17:00 18:00	1	50	2023	Qtr 3	September	1
COLOMBIA-C43-01/09/2023	30/9/2023 00:00	COLOMBIA	COLOMBIA-C43	C43	A	39	9	-81	-141	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	18,75 %	81,25 %	50	6,50	48	FS	11	18:00 19:00	1	4	2023	Qtr 3	September	1
COLOMBIA-CTU-01/09/2023	30/9/2023 00:00	COLOMBIA	COLOMBIA-CTU	CTU	A	59	0	59	59	0	0	Less than 5 GCs	3	Without Screen with GCs	Locations 100% NGK Candidate	0	0,00 %	100,00 %	167	0,00	59	FC	8	15:00 16:00	1	50	2023	Qtr 3	September	1
COLOMBIA-ELE-01/09/2023	30/9/2023 00:00	COLOMBIA	COLOMBIA-ELE	ELE	A	20	10	-100	-160	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	33,33 %	66,67 %	450	3,33	30	MS	6	13:00 14:00	1	50	2023	Qtr 3	September	1
COLOMBIA-POB-01/09/2023	30/9/2023 00:00	COLOMBIA	COLOMBIA-POB	POB	A	44	4	-36	-76	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	8,33 %	91,67 %	152	11,00	48	FS	16	23:00 00:00	1	50	2023	Qtr 3	September	1
ECUADOR-SMR-01/09/2023	30/9/2023 00:00	ECUADOR	ECUADOR-SMR	SMR	A	27	21	-93	-153	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	43,75 %	56,25 %	291	4,50	48	FS	13	20:00 21:00	1	50	2023	Qtr 3	September	1
URUGUAY-PRO-01/09/2023	30/9/2023 00:00	URUGUAY	URUGUAY-PRO	PRO	A	64	0	-56	-116	120	180	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	0,00 %	100,00 %	745	10,67	64	FS	5	04:00 05:00	1	50	2023	Qtr 3	September	1
COLOMBIA-C53-01/10/2023	1/10/2023 0:00	COLOMBIA	COLOMBIA-C53	C53	A	11	19	-69	-109	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	63,33 %	36,67 %	241	2,75	30	FS	14	21:00 22:00	1	50	2023	Qtr 4	October	1
COLOMBIA-CTU-01/10/2023	1/10/2023 0:00	COLOMBIA	COLOMBIA-CTU	CTU	A	81	0	81	81	0	0	Less than 5 GCs	3	Without Screen with GCs	Locations 100% NGK Candidate	0	0,00 %	100,00 %	50	0,00	81	FC	11	18:00 19:00	1	10	2023	Qtr 4	October	1
COLOMBIA-ROO-01/10/2023	1/10/2023 0:00	COLOMBIA	COLOMBIA-ROO	ROO	A	48	7	-72	-132	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	12,73 %	87,27 %	195	8,00	55	FS	14	21:00 22:00	1	50	2023	Qtr 4	October	1
ECUADOR-DUR-01/10/2023	1/10/2023 0:00	ECUADOR	ECUADOR-DUR	DUR	A	18	4	-42	-72	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	18,18 %	81,82 %	552	6,00	22	FS	13	20:00 21:00	1	50	2023	Qtr 4	October	1
PERU-PAC-01/10/2023	2/10/2023 0:00	PERU	PERU-PAC	PAC	A	44	34	-36	-76	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	43,59 %	56,41 %	561	11,00	78	IS	12	19:00 20:00	1	50	2023	Qtr 4	October	1
COLOMBIA-VUP-01/10/2023	4/10/2023 0:00	COLOMBIA	COLOMBIA-VUP	VUP	A	35	17	-45	-85	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	32,69 %	67,31 %	165	8,75	52	FS	11	18:00 19:00	1	50	2023	Qtr 4	October	1
ECUADOR-6DI-01/10/2023	4/10/2023 0:00	ECUADOR	ECUADOR-6DI	6DI	A	35	5	-45	-85	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	12,50 %	87,50 %	612	8,75	40	FS	5	12:00 13:00	1	50	2023	Qtr 4	October	1
PERU-GAR-01/10/2023	4/10/2023 0:00	PERU	PERU-GAR	GAR	A	15	25	-65	-105	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	62,50 %	37,50 %	58	3,75	40	FS	15	22:00 23:00	1	50	2023	Qtr 4	October	1
PERU-JO1-01/10/2023	4/10/2023 0:00	PERU	PERU-JO1	JO1	A	51	23	-129	-219	180	270	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	9	31,08 %	68,92 %	513	5,67	74	MS	5	12:00 13:00	1	50	2023	Qtr 4	October	1
URUGUAY-PAM-01/10/2023	4/10/2023 0:00	URUGUAY	URUGUAY-PAM	PAM	A	42	20	-78	-138	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	32,26 %	67,74 %	425	7,00	62	IS	15	14:00 15:00	1	50	2023	Qtr 4	October	1
ECUADOR-PRT-01/10/2023	5/10/2023 0:00	ECUADOR	ECUADOR-PRT	PRT	A	40	5	0	-20	40	60	Between 15 and 20 GCs	1	with GCs and Screens	Locales Alta Performance	2	11,11 %	88,89 %	624	20,00	45	FC	12	19:00 20:00	1	50	2023	Qtr 4	October	1
PERU-GAR-01/10/2023	5/10/2023 0:00	PERU	PERU-GAR	GAR	A	26	16	-54	-94	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	38,10 %	61,90 %	50	6,50	42	FS	14	21:00 22:00	1	42	2023	Qtr 4	October	1
URUGUAY-GNT-01/10/2023	5/10/2023 0:00	URUGUAY	URUGUAY-GNT	GNT	A	39	11	-41	-81	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	22,00 %	78,00 %	219	9,75	50	MS	15	14:00 15:00	1	50	2023	Qtr 4	October	1
PERU-SM1-01/10/2023	6/10/2023 0:00	PERU	PERU-SM1	SM1	A	37	21	-3	-23	40	60	Between 15 and 20 GCs	4	with GCs and Screens	Locations with Oportunity	2	36,21 %	63,79 %	481	18,50	58	FC	14	21:00 22:00	1	50	2023	Qtr 4	October	1
URUGUAY-CUS-01/10/2023	6/10/2023 0:00	URUGUAY	URUGUAY-CUS	CUS	A	18	30	-102	-162	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	62,50 %	37,50 %	713	3,00	48	MS	16	15:00 16:00	1	50	2023	Qtr 4	October	1
URUGUAY-PCS-01/10/2023	6/10/2023 0:00	URUGUAY	URUGUAY-PCS	PCS	A	45	15	-35	-75	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	25,00 %	75,00 %	490	11,25	60	FC	13	12:00 13:00	1	50	2023	Qtr 4	October	1
COLOMBIA-125-01/10/2023	7/10/2023 0:00	COLOMBIA	COLOMBIA-125	125	A	39	16	-41	-81	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	29,09 %	70,91 %	366	9,75	55	FS	8	15:00 16:00	1	50	2023	Qtr 4	October	1
COLOMBIA-AE2-01/10/2023	7/10/2023 0:00	COLOMBIA	COLOMBIA-AE2	AE2	A	51	6	-29	-69	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	10,53 %	89,47 %	75	12,75	57	MS	7	14:00 15:00	1	50	2023	Qtr 4	October	1
COLOMBIA-C43-01/10/2023	7/10/2023 0:00	COLOMBIA	COLOMBIA-C43	C43	A	24	12	-96	-156	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	33,33 %	66,67 %	247	4,00	36	FS	10	17:00 18:00	1	50	2023	Qtr 4	October	1
COLOMBIA-PLF-01/10/2023	7/10/2023 0:00	COLOMBIA	COLOMBIA-PLF	PLF	A	15	3	-25	-45	40	60	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	16,67 %	83,33 %	507	7,50	18	FC	14	21:00 22:00	1	50	2023	Qtr 4	October	1
ECUADOR-GYA-01/10/2023	7/10/2023 0:00	ECUADOR	ECUADOR-GYA	GYA	A	26	4	-34	-64	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	13,33 %	86,67 %	549	8,67	30	MS	14	21:00 22:00	1	50	2023	Qtr 4	October	1
ECUADOR-SRF-01/10/2023	7/10/2023 0:00	ECUADOR	ECUADOR-SRF	SRF	A	20	11	-60	-100	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	35,48 %	64,52 %	488	5,00	31	FS	16	23:00 00:00	1	50	2023	Qtr 4	October	1
PERU-PUR-01/10/2023	7/10/2023 0:00	PERU	PERU-PUR	PUR	A	30	10	-30	-60	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	25,00 %	75,00 %	565	10,00	40	FC	6	13:00 14:00	1	50	2023	Qtr 4	October	1
URUGUAY-JBO-01/10/2023	7/10/2023 0:00	URUGUAY	URUGUAY-JBO	JBO	A	17	44	-103	-163	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	72,13 %	27,87 %	280	2,83	61	FS	13	12:00 13:00	1	50	2023	Qtr 4	October	1
URUGUAY-NC2-01/10/2023	7/10/2023 0:00	URUGUAY	URUGUAY-NC2	NC2	A	48	26	-32	-72	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	35,14 %	64,86 %	785	12,00	74	MS	17	16:00 17:00	1	50	2023	Qtr 4	October	1
COLOMBIA-SMA-01/10/2023	8/10/2023 0:00	COLOMBIA	COLOMBIA-SMA	SMA	A	37	13	-43	-83	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	26,00 %	74,00 %	235	9,25	50	FS	14	21:00 22:00	1	50	2023	Qtr 4	October	1
ECUADOR-COR-01/10/2023	8/10/2023 0:00	ECUADOR	ECUADOR-COR	COR	A	27	26	-53	-93	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	49,06 %	50,94 %	118	6,75	53	FS	9	16:00 17:00	1	50	2023	Qtr 4	October	1
ECUADOR-SMR-01/10/2023	8/10/2023 0:00	ECUADOR	ECUADOR-SMR	SMR	A	37	8	-83	-143	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	17,78 %	82,22 %	401	6,17	45	FS	13	20:00 21:00	1	50	2023	Qtr 4	October	1
ECUADOR-VTC-01/10/2023	8/10/2023 0:00	ECUADOR	ECUADOR-VTC	VTC	A	11	12	-69	-109	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	52,17 %	47,83 %	336	2,75	23	FS	11	18:00 19:00	1	50	2023	Qtr 4	October	1
PERU-AEP-01/10/2023	8/10/2023 0:00	PERU	PERU-AEP	AEP	A	10	36	-30	-50	40	60	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	2	78,26 %	21,74 %	388	5,00	46	FC	14	21:00 22:00	1	50	2023	Qtr 4	October	1
PERU-PLN-01/10/2023	8/10/2023 0:00	PERU	PERU-PLN	PLN	A	35	16	-5	-25	40	60	Between 15 and 20 GCs	4	with GCs and Screens	Locations with Oportunity	2	31,37 %	68,63 %	686	17,50	51	FC	14	21:00 22:00	1	50	2023	Qtr 4	October	1
URUGUAY-LPS-01/10/2023	8/10/2023 0:00	URUGUAY	URUGUAY-LPS	LPS	A	42	8	-18	-48	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	16,00 %	84,00 %	542	14,00	50	MS	18	17:00 18:00	1	50	2023	Qtr 4	October	1
URUGUAY-PDE-01/10/2023	8/10/2023 0:00	URUGUAY	URUGUAY-PDE	PDE	A	58	17	-142	-242	200	300	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	10	22,67 %	77,33 %	50	5,80	75	FS	15	14:00 15:00	1	14	2023	Qtr 4	October	1
URUGUAY-RIV-01/10/2023	12/10/2023 0:00	URUGUAY	URUGUAY-RIV	RIV	A	25	2	-55	-95	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	7,41 %	92,59 %	524	6,25	27	FS	19	18:00 19:00	1	50	2023	Qtr 4	October	1
ECUADOR-PRE-01/10/2023	13/10/2023 00:00	ECUADOR	ECUADOR-PRE	PRE	A	33	11	-47	-87	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	25,00 %	75,00 %	297	8,25	44	FS	14	21:00 22:00	1	50	2023	Qtr 4	October	1
PERU-SJL-01/10/2023	13/10/2023 00:00	PERU	PERU-SJL	SJL	A	47	8	-33	-73	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	14,55 %	85,45 %	604	11,75	55	IS	11	18:00 19:00	1	50	2023	Qtr 4	October	1
URUGUAY-MS2-01/10/2023	13/10/2023 00:00	URUGUAY	URUGUAY-MS2	MS2	A	50	21	-30	-70	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	29,58 %	70,42 %	427	12,50	71	FC	18	17:00 18:00	1	50	2023	Qtr 4	October	1
COLOMBIA-ENV-01/10/2023	14/10/2023 00:00	COLOMBIA	COLOMBIA-ENV	ENV	A	35	11	-5	-25	40	60	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	23,91 %	76,09 %	355	17,50	46	MS	11	18:00 19:00	1	50	2023	Qtr 4	October	1
ECUADOR-MEC-01/10/2023	14/10/2023 00:00	ECUADOR	ECUADOR-MEC	MEC	A	39	24	-1	-21	40	60	Between 15 and 20 GCs	4	with GCs and Screens	Locations with Oportunity	2	38,10 %	61,90 %	508	19,50	63	FC	6	13:00 14:00	1	50	2023	Qtr 4	October	1
ECUADOR-ORE-01/10/2023	14/10/2023 00:00	ECUADOR	ECUADOR-ORE	ORE	A	47	19	-73	-133	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	28,79 %	71,21 %	375	7,83	66	FS	16	23:00 00:00	1	50	2023	Qtr 4	October	1
URUGUAY-ITL-01/10/2023	14/10/2023 00:00	URUGUAY	URUGUAY-ITL	ITL	A	46	18	-34	-74	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	28,13 %	71,88 %	50	11,50	64	FS	15	14:00 15:00	1	9	2023	Qtr 4	October	1
COLOMBIA-JPL-01/10/2023	15/10/2023 00:00	COLOMBIA	COLOMBIA-JPL	JPL	A	31	15	-89	-149	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	32,61 %	67,39 %	147	5,17	46	MS	10	17:00 18:00	1	50	2023	Qtr 4	October	1
COLOMBIA-VUP-01/10/2023	15/10/2023 00:00	COLOMBIA	COLOMBIA-VUP	VUP	A	52	15	-28	-68	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	22,39 %	77,61 %	50	13,00	67	FS	10	17:00 18:00	1	14	2023	Qtr 4	October	1
ECUADOR-MSO-01/10/2023	15/10/2023 00:00	ECUADOR	ECUADOR-MSO	MSO	A	72	17	-8	-48	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	19,10 %	80,90 %	332	18,00	89	MS	7	14:00 15:00	1	50	2023	Qtr 4	October	1
ECUADOR-SUR-01/10/2023	15/10/2023 00:00	ECUADOR	ECUADOR-SUR	SUR	A	47	1	-33	-73	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	2,08 %	97,92 %	50	11,75	48	FS	7	14:00 15:00	1	5	2023	Qtr 4	October	1
URUGUAY-AIC-01/10/2023	15/10/2023 00:00	URUGUAY	URUGUAY-AIC	AIC	A	21	16	-59	-99	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	43,24 %	56,76 %	370	5,25	37	MS	2	01:00 02:00	1	50	2023	Qtr 4	October	1
URUGUAY-CON-01/10/2023	15/10/2023 00:00	URUGUAY	URUGUAY-CON	CON	A	31	15	-49	-89	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	32,61 %	67,39 %	317	7,75	46	FS	23	22:00 23:00	1	50	2023	Qtr 4	October	1
URUGUAY-TRC-01/10/2023	17/10/2023 00:00	URUGUAY	URUGUAY-TRC	TRC	A	69	59	-111	-201	180	270	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	9	46,09 %	53,91 %	570	7,67	128	MS	14	13:00 14:00	1	50	2023	Qtr 4	October	1
